Timestamp,Open,High,Low,Close,Volume
2026-06-07 17:15:00,1.63833,1.6389,1.63833,1.63886,81.0
2026-06-07 17:30:00,1.63886,1.63928,1.63738,1.63806,433.0
2026-06-07 17:45:00,1.63806,1.63819,1.63712,1.63759,528.0
2026-06-07 18:00:00,1.63766,1.63818,1.63641,1.63648,1249.0
2026-06-07 18:15:00,1.63652,1.63748,1.6363,1.63724,1754.0
2026-06-07 18:30:00,1.63728,1.63728,1.63649,1.63668,1164.0
2026-06-07 18:45:00,1.63667,1.6377,1.63664,1.63733,1759.0
2026-06-07 19:00:00,1.63732,1.63732,1.6364,1.63652,1981.0
2026-06-07 19:15:00,1.63652,1.63709,1.63651,1.63674,1958.0
2026-06-07 19:30:00,1.63674,1.63692,1.63642,1.63654,1448.0
2026-06-07 19:45:00,1.63654,1.63673,1.6359,1.63602,1934.0
2026-06-07 20:00:00,1.63602,1.63628,1.63576,1.63582,2604.0
2026-06-07 20:15:00,1.63582,1.636,1.6347,1.635,1742.0
2026-06-07 20:30:00,1.63501,1.63502,1.63369,1.63406,2060.0
2026-06-07 20:45:00,1.63404,1.63438,1.63379,1.63397,2491.0
2026-06-07 21:00:00,1.63396,1.63451,1.63328,1.63383,3100.0
2026-06-07 21:15:00,1.63384,1.63614,1.6338,1.63574,5792.0
2026-06-07 21:30:00,1.63574,1.63637,1.63495,1.63518,6497.0
2026-06-07 21:45:00,1.63518,1.63522,1.6345,1.63484,4788.0
2026-06-07 22:00:00,1.63484,1.63595,1.63478,1.6356,3754.0
2026-06-07 22:15:00,1.63558,1.63606,1.6353,1.63557,2868.0
2026-06-07 22:30:00,1.63556,1.63594,1.6352,1.63529,3509.0
2026-06-07 22:45:00,1.6353,1.6354,1.6347,1.63508,3290.0
2026-06-07 23:00:00,1.63506,1.63579,1.63458,1.63567,2542.0
2026-06-07 23:15:00,1.63564,1.63614,1.63536,1.63602,2409.0
2026-06-07 23:30:00,1.63599,1.6363,1.63568,1.63597,2173.0
2026-06-07 23:45:00,1.63596,1.63613,1.63543,1.63578,1843.0
2026-06-08 00:00:00,1.63576,1.63616,1.63539,1.63541,2195.0
2026-06-08 00:15:00,1.6354,1.63578,1.63489,1.63541,1581.0
2026-06-08 00:30:00,1.6354,1.63616,1.63526,1.63607,2216.0
2026-06-08 00:45:00,1.63607,1.63698,1.63606,1.63684,2464.0
2026-06-08 01:00:00,1.63684,1.63733,1.63633,1.63712,3317.0
2026-06-08 01:15:00,1.63714,1.63737,1.63606,1.6362,3213.0
2026-06-08 01:30:00,1.63619,1.63765,1.63613,1.6375,5231.0
2026-06-08 01:45:00,1.63752,1.63766,1.63678,1.63692,3833.0
2026-06-08 02:00:00,1.6369,1.63694,1.63599,1.63656,4552.0
2026-06-08 02:15:00,1.63656,1.63659,1.63544,1.63592,2931.0
2026-06-08 02:30:00,1.63592,1.63647,1.6356,1.63564,3261.0
2026-06-08 02:45:00,1.63562,1.63572,1.63477,1.63506,2762.0
2026-06-08 03:00:00,1.63502,1.6352,1.63376,1.63395,4300.0
2026-06-08 03:15:00,1.63395,1.63413,1.63276,1.63311,3430.0
2026-06-08 03:30:00,1.63312,1.6342,1.63287,1.63378,3092.0
2026-06-08 03:45:00,1.63376,1.6341,1.63362,1.63397,2817.0
2026-06-08 04:00:00,1.634,1.63414,1.63314,1.63342,3925.0
2026-06-08 04:15:00,1.63341,1.63375,1.63292,1.63315,3363.0
2026-06-08 04:30:00,1.63315,1.63372,1.63288,1.63372,3169.0
2026-06-08 04:45:00,1.63371,1.63442,1.63268,1.63286,3479.0
2026-06-08 05:00:00,1.63285,1.63323,1.6324,1.63304,3115.0
2026-06-08 05:15:00,1.63304,1.63312,1.63237,1.63311,2518.0
2026-06-08 05:30:00,1.63312,1.63394,1.63236,1.63248,3977.0
2026-06-08 05:45:00,1.63248,1.6329,1.63189,1.63246,2637.0
2026-06-08 06:00:00,1.63246,1.63298,1.63229,1.63252,3053.0
2026-06-08 06:15:00,1.63252,1.63378,1.63248,1.63316,1936.0
2026-06-08 06:30:00,1.63317,1.63336,1.63185,1.63224,3052.0
2026-06-08 06:45:00,1.63224,1.63312,1.63221,1.63282,2100.0
2026-06-08 07:00:00,1.63281,1.63321,1.63117,1.63118,2885.0
2026-06-08 07:15:00,1.63118,1.63154,1.63043,1.63148,4169.0
2026-06-08 07:30:00,1.63147,1.6318,1.63099,1.63114,2413.0
2026-06-08 07:45:00,1.63116,1.63187,1.63101,1.6318,2129.0
2026-06-08 08:00:00,1.63178,1.63186,1.63084,1.63156,3986.0
2026-06-08 08:15:00,1.63158,1.63191,1.63132,1.63168,2469.0
2026-06-08 08:30:00,1.63167,1.63207,1.63142,1.632,2533.0
2026-06-08 08:45:00,1.632,1.63269,1.63184,1.63246,2506.0
2026-06-08 09:00:00,1.63245,1.63289,1.63222,1.63281,3664.0
2026-06-08 09:15:00,1.6328,1.63352,1.6327,1.63346,3296.0
2026-06-08 09:30:00,1.63347,1.63492,1.63337,1.6344,5360.0
2026-06-08 09:45:00,1.6344,1.63578,1.63432,1.63542,5175.0
2026-06-08 10:00:00,1.63546,1.63629,1.63484,1.63604,5093.0
2026-06-08 10:15:00,1.63602,1.63696,1.63598,1.63625,4608.0
2026-06-08 10:30:00,1.63626,1.63632,1.63503,1.6351,4390.0
2026-06-08 10:45:00,1.6351,1.63551,1.63468,1.63524,4404.0
2026-06-08 11:00:00,1.63527,1.63576,1.63462,1.63559,3475.0
2026-06-08 11:15:00,1.63558,1.63611,1.63533,1.63606,3790.0
2026-06-08 11:30:00,1.63608,1.63639,1.63561,1.6358,3693.0
2026-06-08 11:45:00,1.63579,1.63688,1.63566,1.6366,3367.0
2026-06-08 12:00:00,1.6366,1.63689,1.63628,1.63644,3598.0
2026-06-08 12:15:00,1.63644,1.63682,1.63614,1.63675,2708.0
2026-06-08 12:30:00,1.63676,1.63682,1.63622,1.63638,2697.0
2026-06-08 12:45:00,1.63638,1.63657,1.63615,1.63648,2389.0
2026-06-08 13:00:00,1.6365,1.6377,1.63647,1.63742,3581.0
2026-06-08 13:15:00,1.63742,1.6376,1.63676,1.63679,2963.0
2026-06-08 13:30:00,1.6368,1.63758,1.63678,1.63758,3165.0
2026-06-08 13:45:00,1.63758,1.63758,1.63675,1.63681,2276.0
2026-06-08 14:00:00,1.6368,1.63684,1.63618,1.63672,2767.0
2026-06-08 14:15:00,1.63671,1.6368,1.63634,1.63642,2180.0
2026-06-08 14:30:00,1.6364,1.63696,1.63618,1.63652,2070.0
2026-06-08 14:45:00,1.6365,1.63672,1.6363,1.63638,2018.0
2026-06-08 15:00:00,1.63639,1.6371,1.63639,1.63706,2545.0
2026-06-08 15:15:00,1.63704,1.63728,1.63672,1.63703,2446.0
2026-06-08 15:30:00,1.63703,1.63704,1.6367,1.63694,2775.0
2026-06-08 15:45:00,1.63696,1.63712,1.63658,1.63665,2812.0
2026-06-08 16:00:00,1.63664,1.63686,1.6365,1.6367,1381.0
2026-06-08 16:15:00,1.63668,1.6371,1.6366,1.6367,1224.0
2026-06-08 16:30:00,1.63672,1.63687,1.63664,1.63682,774.0
2026-06-08 16:45:00,1.63684,1.63712,1.63675,1.63688,744.0
2026-06-08 17:00:00,1.63806,1.63818,1.6375,1.6375,126.0
2026-06-08 17:15:00,1.63751,1.63751,1.63732,1.63735,720.0
2026-06-08 17:30:00,1.63736,1.63764,1.63734,1.6376,193.0
2026-06-08 17:45:00,1.6376,1.6377,1.63682,1.63712,300.0
2026-06-08 18:00:00,1.6371,1.63776,1.63674,1.63762,864.0
2026-06-08 18:15:00,1.63768,1.63792,1.63747,1.63758,659.0
2026-06-08 18:30:00,1.63757,1.63762,1.63733,1.6374,512.0
2026-06-08 18:45:00,1.6374,1.63752,1.63709,1.63714,424.0
2026-06-08 19:00:00,1.63711,1.63728,1.63708,1.63722,577.0
2026-06-08 19:15:00,1.63724,1.63743,1.63706,1.6372,681.0
2026-06-08 19:30:00,1.6372,1.63746,1.63698,1.63734,837.0
2026-06-08 19:45:00,1.63734,1.63819,1.63733,1.63776,1520.0
2026-06-08 20:00:00,1.63775,1.63877,1.63772,1.63866,4386.0
2026-06-08 20:15:00,1.6387,1.63885,1.63794,1.63806,3296.0
2026-06-08 20:30:00,1.63804,1.6384,1.63758,1.6378,2647.0
2026-06-08 20:45:00,1.63781,1.63796,1.6372,1.63722,2716.0
2026-06-08 21:00:00,1.63722,1.6374,1.6368,1.63694,3802.0
2026-06-08 21:15:00,1.63694,1.63709,1.63574,1.63606,3687.0
2026-06-08 21:30:00,1.63606,1.63623,1.63508,1.63509,2919.0
